"","X.1","sample","site","longitude","latitude","bathymetry","TPI","Slope","Aspect","TRI","Roughness","FlowDir","mean.relief","sd.relief","reef","sand","distance.to.ramp","status","target.fish"
"23",23,4.11,4,756263.638697649,7478260.43672,-139.217681884766,0.00829504430294037,0.0228212531656027,5.02968120574951,0.44801139831543,1.44340515136719,16,2.39130434782609,0.94094393779393,47.83,52.17,49.7878807626948,"F",0
"24",24,4.12,4,755405.747608773,7478045.60412148,-161.68571472168,-0.0477664805948734,0.0342995561659336,4.91698741912842,0.716157913208008,2.2833251953125,16,1.5,1.10453610171873,30.77,69.23,50.077558809482,"F",0
"25",25,5.02,5,761561.117810641,7478300.96113615,-73.2212829589844,-0.00556919910013676,0.00203699851408601,4.82171010971069,0.0929069519042969,0.248390197753906,16,1,0,0,100,47.1698603437685,"NT",0
"26",26,5.03,5,763024.901415358,7478220.26602795,-72.4108581542969,-0.00988351553678513,0.00230612512677908,3.16965079307556,0.0638008117675781,0.147247314453125,4,1,0,0,100,46.4433926617986,"NT",0
"27",27,5.07,5,764130.366829085,7479336.49672586,-72.1088485717773,-0.00809472799301147,0.00249110488221049,3.51449227333069,0.0512666702270508,0.187370300292969,4,1,0,0,100,46.9936555994827,"NT",0
"28",28,5.08,5,764053.420014444,7479859.46755705,-71.3705139160156,0.000325757340760902,0.00139661482535303,3.28338932991028,0.0307760238647461,0.0786590576171875,4,0.92,0.276887462097269,0,100,47.5041192171763,"NT",0
"29",29,5.11,5,764136.819139746,7480444.02039488,-70.7366104125977,0.00084868585690856,0.0013093106681481,3.38184404373169,0.039398193359375,0.102409362792969,8,1,0,0,100,48.007606018651,"NT",0
"30",30,5.13,5,765256.776809132,7480642.51458716,-69.2760848999023,0.00335669633932412,0.000873600831255317,4.24764776229858,0.0261621475219727,0.0830841064453125,8,1,0,0,100,47.7577461068917,"NT",0
"31",31,6.01,6,760385.517780946,7479608.73252559,-87.0282821655273,-0.0373661145567894,0.0190305914729834,5.04817485809326,0.371758460998535,1.08244323730469,16,0.142857142857143,0.358568582800318,0,100,48.8757137429114,"NT",0
"32",32,6.02,6,762229.115109303,7480987.59022725,-72.2151718139648,0.0275996830314398,0.0121372463181615,5.98482799530029,0.236268997192383,0.742500305175781,64,0.96,0.2,0,100,49.289554542639,"NT",0
"33",33,6.03,6,761020.116543353,7481079.31690973,-83.1422271728516,0.000699643511325121,0.0274847485125065,5.24029874801636,0.545831680297852,1.64270782470703,32,2.53333333333333,1.43198279062413,50,50,49.8984399671402,"NT",0
"34",34,6.04,6,760863.057192233,7481723.50636682,-89.4551010131836,-0.0159826818853617,0.0111505268141627,4.96158647537231,0.222273826599121,0.734268188476562,32,0.48,0.509901951359279,0,100,50.5467826889796,"NT",1
"35",35,6.05,6,760980.795984866,7482893.46094986,-90.9299240112305,0.0558300614356995,0.0123875411227345,4.84320116043091,0.235700607299805,0.747467041015625,32,0.76,0.435889894354067,0,100,51.5503604752865,"NT",0
"36",36,6.12,6,761074.116123975,7484063.8338796,-95.1537399291992,-0.0071238954551518,0.0194721538573503,4.49567461013794,0.384654998779297,1.27618408203125,16,1,0,0,100,52.5718883333832,"NT",1
"37",37,7.01,7,761994.724647816,7483640.36856162,-79.7921295166016,0.0926578640937805,0.0151014067232609,5.23420333862305,0.328592300415039,1.1463623046875,32,1,0,0,100,51.8034797254707,"NT",0
"38",38,7.02,7,762243.663078039,7483916.33786622,-78.8450927734375,-0.023341465741396,0.00404349016025662,5.16672515869141,0.0959692001342773,0.34320068359375,16,1,0,0,100,51.9550055729667,"NT",1
"39",39,7.03,7,762476.090298544,7484651.19094084,-77.537353515625,0.00404957681894302,0.0103864697739482,5.21993207931519,0.247848510742188,0.688362121582031,32,1,0,0,100,52.5376280664911,"NT",0
"40",40,7.04,7,763252.438954012,7484357.52638535,-70.3975296020508,-0.00719097536057234,0.00384230725467205,5.32222366333008,0.0795745849609375,0.272659301757812,32,1,0,3.85,96.15,51.9641561360898,"NT",0
"41",41,7.05,7,764299.940499012,7484211.98347622,-67.7771682739258,-0.0179885346442461,0.0059624663554132,2.97700357437134,0.12355899810791,0.396377563476562,4,1,0,13.04,86.96,51.4350519331365,"NT",1
"42",42,7.08,7,764540.521894601,7484003.97630259,-67.5841751098633,-0.00299444538541138,0.00300433300435543,4.32111883163452,0.0614032745361328,0.197700500488281,16,0.95,0.223606797749979,0,100,51.1528635497271,"NT",0
"43",43,8.01,8,761913.859428033,7486036.6765009,-89.079948425293,0.0639972984790802,0.0173959899693727,4.75455713272095,0.532487869262695,1.26973724365234,16,1.07407407407407,0.549540082245419,11.11,88.89,54.0355860772316,"NT",5
"44",44,8.02,8,762567.507192634,7487120.97231703,-80.2089385986328,0.280671954154968,0.0182252302765846,1.95766150951385,0.923624038696289,1.76622009277344,1,3.89285714285714,1.34272486120949,78.57,21.43,54.7865743272019,"NT",1
"45",45,8.05,8,765036.916426606,7487197.3720496,-64.9225158691406,NA,0.00633518863469362,3.23968744277954,0.162524223327637,0.5826416015625,4,0.952380952380952,0.218217890235992,0,100,53.9764057440076,"NT",1
"46",46,8.06,8,765215.02745971,7487802.6125547,-63.8236236572266,-0.00536789372563362,0.00658645201474428,4.791672706604,0.127264022827148,0.361862182617188,16,1.04545454545455,0.21320071635561,4.55,95.45,54.4889457798662,"NT",0
"47",47,8.07,8,764832.138995991,7487896.80727465,-65.5418014526367,0.0536298155784607,0.00609203428030014,3.94611954689026,0.157930374145508,0.386367797851562,4,1,0,0,100,54.7056267685077,"NT",3
"48",48,8.12,8,761695.080688299,7487518.1443205,-99.5442276000977,-0.000509376404806972,0.0191534515470266,5.31605958938599,0.382938385009766,1.22409820556641,16,1.6,1.08012344973464,28,72,55.4879843932186,"NT",1
"49",49,9.01,9,760519.168204034,7487308.98960317,-117.573989868164,-0.00787023268640041,0.0163344945758581,5.04556941986084,0.317340850830078,1.007080078125,16,2.16,0.943398113205661,52,48,55.7627316984965,"NT",0
"50",50,9.02,9,759027.631303557,7487207.02515307,-162.654724121094,0.0110673923045397,0.0481785573065281,5.12684965133667,0.939939498901367,3.15444946289062,32,1.61904761904762,0.740012869900955,33.33,66.67,56.2934760547567,"NT",1
"51",51,9.05,9,759390.252277195,7488423.76602626,-173.824264526367,-0.0189515668898821,0.046531654894352,5.13738346099854,0.911237716674805,3.20176696777344,32,1.04,0.2,4,96,57.2455845891095,"NT",0
"52",52,9.06,9,760119.739825218,7488232.99807277,-136.033355712891,-0.00541333016008139,0.0382054522633553,5.0152153968811,0.745767593383789,2.30352783203125,16,2.21739130434783,0.795242772487544,47.83,52.17,56.7713124182219,"NT",1
"53",53,9.07,9,759427.087449943,7486283.04916743,-132.870834350586,0.00415204744786024,0.0298749785870314,5.04420375823975,0.562252044677734,1.74090576171875,16,2.8,0.763762615825973,60,40,55.2855940600126,"NT",1
"54",54,9.08,9,758203.779415503,7486150.96938823,-178.383865356445,0.00811424199491739,0.0432208850979805,5.08878564834595,0.852685928344727,2.90679931640625,32,0.708333333333333,0.550032937090187,20.84,79.17,55.7040333689069,"NT",0
"55",55,10.01,10,762667.658995623,7490100.15569396,-97.585807800293,0.0326254367828369,0.0181384831666946,4.90482139587402,0.356557846069336,1.07570648193359,16,3.35294117647059,1.57407698670405,64.7,35.29,57.5281194015765,"NT",3
"56",56,10.02,10,762672.481205213,7490380.32767487,-99.3325729370117,0.0221738945692778,0.0173278786242008,5.14327478408813,0.357643127441406,1.24773406982422,32,2.25,1.04726987617729,40.62,59.38,57.788842307373,"NT",1
"57",57,10.03,10,763340.653483073,7490878.37260373,-90.8180694580078,0.0534617006778717,0.0119543420150876,1.84618651866913,0.311972618103027,0.889518737792969,4,3.23333333333333,1.63334506212068,73.33,26.67,58.0235536001664,"NT",0
"58",58,10.04,10,762220.729338716,7491101.47209231,-114.836418151855,0.046907190233469,0.0363857187330723,4.93344831466675,0.737371444702148,2.31427764892578,32,3.24,1.16476034731041,44,56,58.6253853098269,"NT",0
"59",59,10.07,10,760987.84559543,7490434.7067728,-143.160171508789,-0.00700750574469566,0.0581155754625797,5.08042812347412,1.11994361877441,3.74600219726562,16,3,1.02353263143832,50.01,50,58.4591584963071,"NT",0
"60",60,10.08,10,760822.125424801,7490743.26788467,-160.963073730469,-0.0325991287827492,0.041205707937479,5.09850311279297,0.813928604125977,2.67561340332031,16,1.5,0.511766315719159,18.19,81.82,58.8082573924135,"NT",0
"61",61,10.09,10,763066.279616948,7495267.17920371,-161.060394287109,NA,0.0582793354988098,5.03875017166138,1.13583374023438,3.61726379394531,16,0.904761904761905,0.436435780471985,9.52,90.48,62.2639399885972,"F",1
"62",62,10.11,10,763517.963020068,7496528.13186412,-165.15934753418,0.00459446804597974,0.0537485741078854,5.09660577774048,1.07172203063965,3.451416015625,32,1.15789473684211,0.374634324632678,0,100,63.319478355129,"F",0
"63",63,10.12,10,765014.537001473,7498893.50295101,NA,NA,NA,NA,NA,NA,NA,1.7,0.864504725870618,15,85,65.1434458329396,"F",0
"64",64,10.13,10,765062.805497171,7494255.3888656,-82.1236267089844,0.0279527865350246,0.0215437989681959,1.71942245960236,0.420248985290527,1.18303680419922,1,2.51428571428571,0.853071563490998,57.15,42.86,60.6779065409614,"F",0
"65",65,10.14,10,766392.295086729,7495783.60009627,-74.9313430786133,0.0243922229856253,0.0539007373154163,0.0980589017271996,1.05163288116455,2.84200286865234,64,1.19230769230769,0.49146562599887,26.92,73.08,61.7659750853767,"F",0
"66",66,10.15,10,766667.305747999,7497791.83346488,-88.7407073974609,0.118763320147991,0.0454193688929081,5.05810976028442,0.899385452270508,2.80131530761719,32,2.19230769230769,1.05902712974619,53.84,46.15,63.6335160373631,"F",0
"67",67,11.01,11,769623.186485008,7504985.93586347,-87.733154296875,0.0680761486291885,0.0406079329550266,5.24664163589478,0.77996826171875,2.62529754638672,32,0.96,0.2,0,100,69.9885359781338,"F",1
"68",68,11.02,11,769973.036548448,7505412.9306239,-83.278564453125,0.0257558822631836,0.0443808175623417,5.17203712463379,0.875096321105957,2.84243011474609,16,1.91666666666667,1.0179547554081,16.67,83.33,70.3416789420789,"F",0
"69",69,11.03,11,770247.323227223,7505713.85436624,-79.8003463745117,0.123340889811516,0.030264725908637,5.27589130401611,0.593027114868164,2.17181396484375,32,1.2,0.615587011251092,0,100,70.586973892771,"F",0
"70",70,11.04,11,769939.357780086,7506279.79858984,-95.080696105957,0.040901530534029,0.0152802504599094,4.59817981719971,0.300922393798828,0.926162719726562,16,0.96,0.2,0,100,71.201822099401,"F",0
"71",71,11.05,11,770066.517507011,7506557.83123268,-94.5876922607422,-0.00817416701465845,0.016118822619319,4.91565418243408,0.312841415405273,1.04263305664062,32,0.590909090909091,0.503236279740196,0,100,71.452152459326,"F",1
"72",72,11.06,11,771000.052897838,7506796.19093114,-79.9270553588867,-0.0373292379081249,0.0152310775592923,5.18421697616577,0.302254676818848,1.02088928222656,16,1.04545454545455,0.722249971716872,9.1,90.91,71.5211692800167,"F",0
"73",73,12.02,12,775277.514431641,7512997.64772403,-55.6629676818848,0.0349090062081814,0.0410137921571732,5.62003946304321,0.759232997894287,3.02252960205078,32,2.33333333333333,1.27097781860449,29.63,70.37,69.0796275785287,"F",0
"74",74,12.03,12,774532.836823363,7512899.555757,-69.3779449462891,0.0556759014725685,0.0210298262536526,5.45972728729248,0.391554832458496,1.42660522460938,32,1,0,0,100,69.5170919604175,"F",2
"75",75,12.04,12,774638.380768173,7513330.82658388,-72.926139831543,0.0071885148063302,0.0160452239215374,5.10576343536377,0.317002296447754,1.03974151611328,16,0.6,0.5,0,100,69.086678994233,"F",0
"76",76,12.05,12,773727.487211606,7513015.79367722,-87.4978942871094,-0.037507452070713,0.0310548804700375,5.30832433700562,0.598204612731934,2.00596618652344,32,0.76,0.522812904711937,0,100,69.8011399831866,"F",0
"77",77,12.06,12,773462.050981906,7513224.33741832,-95.448860168457,0.0298068542033434,0.0209478549659252,5.22867202758789,0.404664039611816,1.435791015625,32,1,0,0,100,69.7476646909391,"F",0
"78",78,12.11,12,771978.471110456,7511115.90058409,-103.724655151367,-0.0201853420585394,0.020399646833539,5.36460542678833,0.39365291595459,1.34152221679688,32,2.09090909090909,1.01929438287525,18.19,81.82,72.3165920886659,"F",1
"79",79,13.02,13,778575.002645002,7519961.47829142,-74.9176254272461,-0.0141226202249527,0.0137386303395033,5.40065431594849,0.254262924194336,0.977180480957031,32,0.423076923076923,0.503831473655779,0,100,61.3692748558438,"F",0
"80",80,13.03,13,778119.663640364,7520504.75242491,-85.0267181396484,0.0252577979117632,0.0182654391974211,5.97259902954102,0.360908508300781,1.19188690185547,64,1.5,0.511766315719159,0,100,61.1079648458433,"F",0
"81",81,13.04,13,777706.38603171,7520665.05510041,-95.9988632202148,-0.00512604601681232,0.0221438109874725,5.1005916595459,0.440639495849609,1.37200927734375,16,1.08,0.276887462097269,0,100,61.1678479647113,"F",2
"82",82,13.05,13,777283.969523959,7520315.9161708,-101.190605163574,-0.0291502680629492,0.0320914424955845,5.19615459442139,0.617980003356934,2.11677551269531,16,0.80952380952381,0.402373908081478,0,100,61.6796918229984,"F",0
"83",83,13.06,13,777178.329503939,7519884.65504962,-97.5711898803711,-0.00585042871534824,0.0262111499905586,5.36559200286865,0.505390167236328,1.72547912597656,32,1,0,0,100,62.1082113137036,"F",0
"84",84,13.08,13,778400.322041275,7521136.70156863,-87.9904937744141,0.0296084992587566,0.0155883375555277,4.6888689994812,0.301996231079102,0.833602905273438,16,1,0,0,100,60.4178072142388,"F",0
"85",85,14.01,14,780611.887966751,7528637.53837472,-101.520896911621,0.0210688672959805,0.020560372620821,5.35277652740479,0.38359260559082,1.40103149414062,16,0.88,0.781024967590666,20,80,52.7944830646008,"F",2
"86",86,14.02,14,781525.715113867,7531103.29301967,-107.35472869873,-0.00991552788764238,0.0198398437350988,4.95655965805054,0.389137268066406,1.20747375488281,16,1.15,1.08942283125661,0,100,50.2058111736686,"F",0
"87",87,14.03,14,782625.023087383,7534001.16720323,-115.110061645508,0.00197380199097097,0.0339822247624397,5.20929861068726,0.665073394775391,2.287109375,32,1,0.308606699924184,9.09,90.91,47.1567183888406,"F",1
"88",88,14.06,14,787754.046076755,7544788.7131562,-102.358512878418,-0.0158226694911718,0.0079190768301487,4.95813751220703,0.15074634552002,0.465782165527344,16,0.739130434782609,0.44897775854488,0,100,35.2996022379583,"F",0
"89",89,14.11,14,781957.832664347,7528455.04993641,-78.9043426513672,0.0992882922291756,0.031710546463728,5.35534763336182,0.586105346679688,2.23892974853516,32,0.84,0.62449979983984,0,100,52.2793805633904,"F",0
"90",90,14.12,14,782907.601777942,7530598.72537733,-86.9794998168945,-0.0189422629773617,0.0161220654845238,5.02955150604248,0.305913925170898,0.982681274414062,16,0.6,0.5,0,100,49.9419109729879,"F",3
"91",91,14.13,14,782502.179727521,7532877.85984958,-104.898780822754,0.106958664953709,0.0165243744850159,5.38374137878418,0.309149742126465,1.18593597412109,32,1,0,0,100,48.1792567491626,"F",0
"92",92,15.01,15,787871.302517298,7545327.35938407,-103.163558959961,0.0195910222828388,0.0150600410997868,5.05698585510254,0.307084083557129,0.948616027832031,32,1,0,0,100,34.7880945143335,"F",0
"93",93,15.02,15,788149.005174751,7545834.23810771,-102.713760375977,-0.00967721734195948,0.0205412711948156,5.14642953872681,0.404804229736328,1.31182861328125,32,0.909090909090909,0.29424494316825,4.55,95.45,34.2124909180332,"F",0
"94",94,15.05,15,787054.160336603,7546640.07356959,-126.638725280762,0.00959664490073919,0.0316959470510483,4.91467428207397,0.623614311218262,1.84893035888672,16,1.11538461538462,0.325812593608421,7.69,92.31,34.1979418832323,"F",1
"95",95,15.07,15,787960.19340363,7549431.614601,-119.562843322754,-0.020385030657053,0.0386063009500504,5.13971328735352,0.767246246337891,2.55147552490234,32,1.3,0.470162345981627,0,100,31.4335241208472,"F",3
"96",96,15.12,15,787770.141806448,7548612.64693764,-114.004661560059,0.0700705498456955,0.0343915969133377,4.79436492919922,0.65544605255127,2.14186859130859,16,1.86666666666667,0.351865775274498,26.67,73.33,32.1945693520388,"F",0
"97",97,16.01,18,788930.737150452,7551058.33173207,-104.882125854492,0.0414558984339237,0.0214207824319601,5.27557373046875,0.55140209197998,1.81963348388672,32,0.7,0.470162345981627,0,100,29.5567134539659,"F",1
"98",98,16.02,16,788031.127129663,7551663.33210722,-153.107772827148,0.277886301279068,0.223578944802284,5.01738452911377,4.50789070129395,14.3388214111328,16,3.81818181818182,0.501081082343218,81.82,18.18,29.6751498673587,"F",0
"99",99,16.03,16,788543.996861743,7552712.23966238,-193.17529296875,NA,NA,NA,NA,NA,8,1,0,0,100,28.5494454154175,"F",0
"100",100,16.04,16,789739.800970681,7553717.52174667,-102.55394744873,0.0143917622044683,0.0122464373707771,5.59848308563232,0.227238655090332,0.88232421875,32,1,0,0,100,27.0029947225823,"F",0
"101",101,16.05,16,791573.909412199,7554993.49526375,-89.1742858886719,-0.0261779315769672,0.0237304680049419,5.11878776550293,0.463973999023438,1.57799530029297,32,1.84615384615385,0.612686392361227,7.69,92.31,24.8373931285373,"F",3
"102",102,17.08,17,790911.926844978,7554033.15917186,-94.1724700927734,-0.0332883447408676,0.0204529874026775,4.94061946868896,0.403149604797363,1.24163818359375,16,0.590909090909091,0.590326052690247,0,100,25.9990742481493,"F",5
"103",103,18.01,18,790226.932338458,7556797.81361429,-101.980003356934,0.0408509522676468,0.013758322224021,4.72016859054565,0.262349128723145,0.77093505859375,16,0.583333333333333,0.503610155185335,0,100,24.427538572728,"F",4
"104",104,18.02,18,790211.328994878,7557282.24531308,-104.821105957031,0.0994533523917198,0.0483896359801292,5.43028354644775,0.912866592407227,3.41744995117188,32,0.555555555555556,0.506369683541833,0,100,24.1008935223872,"F",0
"105",105,18.03,18,789817.886278929,7557238.53829202,-145.662857055664,0.380372911691666,0.306827276945114,5.17196989059448,6.29207038879395,22.2245941162109,32,2,0.748331477354788,26.92,73.08,24.4163129279232,"F",1
"106",106,18.04,18,790071.183590985,7557667.04944011,-121.58519744873,0.0397171378135681,0.052525732666254,5.13664245605469,1.03753471374512,3.43732452392578,32,2.38461538461538,0.85214661071546,65.39,34.62,23.93872505944,"F",0
"107",107,18.07,18,791884.696337387,7557531.57675742,-96.5428619384766,-0.00608439324423671,0.00673430087044835,4.85344314575195,0.129405975341797,0.453910827636719,32,1.1304347826087,1.0137396037394,0,100,22.7411512831246,"F",6
"108",108,18.08,18,791349.228355244,7556445.79959355,-98.3923034667969,-0.00700750574469566,0.000748901860788465,2.94503617286682,0.459932327270508,1.47833251953125,64,0.5,0.512989176042577,0,100,23.8987601523413,"F",0
"109",109,19.01,19,791438.925270499,7562989.58082528,-114.003890991211,0.0408465564250946,0.0403902940452099,5.08195304870605,0.805319786071777,2.63289642333984,32,1,0,0,100,19.5455886852004,"F",0
"110",110,19.02,19,791309.890957356,7563606.79754775,-128.330444335938,-0.007967259734869,0.0508343055844307,4.78799152374268,1.01667022705078,2.8878173828125,16,1.4,0.502624689950035,0,100,19.3158429817257,"F",0
"111",111,19.03,19,792252.868528142,7564149.94629292,-103.106399536133,0.0497057922184467,0.020499512553215,5.14451599121094,0.39564323425293,1.38844299316406,16,0.909090909090909,0.29424494316825,0,100,18.2298869881514,"F",0
"112",112,19.04,19,791742.175887058,7564414.21092379,-113.24446105957,0.0299272499978542,0.0426798649132252,5.18495225906372,0.822992324829102,3.05227661132812,32,1.08695652173913,0.51460871969619,0,100,18.5253301567858,"F",0
"113",113,19.05,19,792116.456495624,7564738.5444931,-104.518516540527,0.26340064406395,0.0223885867744684,5.29953002929688,0.917250633239746,2.72438049316406,32,0,0,0,100,18.0384454427223,"F",1
"114",114,19.08,19,791534.46150363,7565131.52664285,-136.482498168945,0.0434927679598331,0.0500210300087929,4.66609573364258,0.955450057983398,2.90257263183594,16,1,0,0,100,18.3495438104007,"F",0
"115",115,23.01,23,819095.818977789,7598699.80181108,-104.758682250977,-0.0281326118856668,0.0384711213409901,5.1579065322876,0.754817008972168,2.66968536376953,32,1.66666666666667,0.617213399848368,0,100,20.5393082343694,"F",0
"116",116,23.02,23,818581.215082111,7598811.98179912,-110.712699890137,0.00484226457774639,0.0133302789181471,5.10772275924683,0.262168884277344,0.912361145019531,16,1,0,0,100,20.9004670028951,"F",1
"117",117,23.03,23,818858.93260604,7599163.26745832,-114.872680664062,0.00210565095767379,0.0120774758979678,5.74991893768311,0.234931945800781,0.852752685546875,32,0.666666666666667,0.487950036474267,0,100,21.0595185257315,"F",0
"118",118,23.04,23,819208.937976684,7599436.6526683,-115.287475585938,-0.00518742250278592,0.00917123910039663,5.04009008407593,0.17990779876709,0.70697021484375,16,1,0,0,100,21.1234599949028,"F",0
"119",119,23.06,23,820253.432235363,7599976.53052154,-110.953254699707,0.0557682551443577,0.0109048830345273,2.25992178916931,0.201170921325684,0.807731628417969,2,0.5,0.512989176042577,0,100,21.1191480717693,"F",0
"120",120,23.09,23,818132.915712733,7596458.94417162,-66.7891693115234,0.0191055908799171,0.0209935866296291,5.69047927856445,0.398785591125488,1.40185546875,32,0.304347826086957,0.470471968896965,13.05,86.96,19.1937932376014,"F",1
"121",121,30.01,30,800046.310330615,7574160.37132311,-70.0064086914062,0.0356957912445068,0.00557284383103251,4.52759647369385,0.133719444274902,0.4195556640625,32,0.333333333333333,0.658280588604383,9.52,90.48,7.64281737374975,"F",1
"122",122,30.02,30,800374.891520055,7574636.24977517,-69.5246505737305,0.0466724038124084,0.0049596237950027,5.33221817016602,0.127583503723145,0.463752746582031,32,0,0,0,100,7.35031565941167,"F",0
"123",123,30.03,30,800761.535300449,7575391.41837331,-71.4553680419922,-0.0541147850453854,0.0107970051467419,5.73767375946045,0.208300590515137,0.97747802734375,32,0.0526315789473684,0.229415733870562,0,100,7.09127824965563,"F",1
"124",124,30.04,30,801124.318146868,7575923.16106655,-71.0509872436523,-0.0321090705692768,0.0344561077654362,5.22213554382324,0.658605575561523,2.46415710449219,32,1,0.978019293843651,20.84,79.17,6.87938786256802,"F",0
"125",125,30.05,30,801526.307093113,7576502.91814181,-69.2327270507812,0.138518095016479,0.0572019778192043,5.4105281829834,1.06126308441162,3.55133819580078,32,1.42857142857143,0.790151013628803,25,75,6.70563363588821,"F",1
"126",126,30.06,30,801757.446943356,7576745.67278045,-68.5275421142578,0.117838770151138,0.0249981731176376,5.32904005050659,0.471305847167969,1.94457244873047,32,2,1.11269728052837,36.37,63.64,6.59747106467044,"F",3
"127",127,31.01,31,819744.794120866,7598593.87058872,-78.7257308959961,0.0420501865446568,0.0597618743777275,5.56421995162964,1.0875186920166,4.17532348632812,32,1.54166666666667,0.931532942621143,16.67,83.33,20.1252858674498,"F",15
